order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales_amount,quantity,discount,profit
4806,CA-2015-137708,2015-11-22,2015-11-25,Second Class,NG-18430,OFF-PA-10000176,37.94,2,0,18.2112
4807,CA-2015-137708,2015-11-22,2015-11-25,Second Class,NG-18430,OFF-PA-10000327,42.8,10,0,19.26
4808,CA-2015-137708,2015-11-22,2015-11-25,Second Class,NG-18430,OFF-ST-10004634,33.63,3,0,10.089
4810,CA-2015-151589,2015-12-27,2015-12-30,First Class,RE-19450,OFF-PA-10003228,195.64,4,0,91.9508
4811,CA-2015-151589,2015-12-27,2015-12-30,First Class,RE-19450,TEC-PH-10004345,239.9,2,0,71.97
4821,CA-2015-140025,2015-04-07,2015-04-11,Standard Class,PF-19120,OFF-AP-10002651,463.248,8,0.8,-1181.2824
4822,CA-2015-140025,2015-04-07,2015-04-11,Standard Class,PF-19120,TEC-AC-10002402,383.952,6,0.2,47.994
4846,CA-2015-124044,2015-07-23,2015-07-26,Second Class,MS-17830,OFF-BI-10003460,10.512,3,0.2,3.6792
4857,CA-2015-137526,2015-01-13,2015-01-17,Standard Class,PB-19150,OFF-BI-10003364,70.008,3,0.2,24.5028
4858,CA-2015-137526,2015-01-13,2015-01-17,Standard Class,PB-19150,FUR-FU-10001861,77.6,4,0,38.024
4859,CA-2015-137526,2015-01-13,2015-01-17,Standard Class,PB-19150,FUR-FU-10004845,464.85,9,0,92.97
4915,CA-2015-161830,2015-09-24,2015-09-26,Second Class,ME-17725,OFF-AR-10004042,35.96,2,0,10.4284
4916,CA-2015-161830,2015-09-24,2015-09-26,Second Class,ME-17725,OFF-BI-10001097,14.952,3,0.2,5.4201
4933,CA-2015-106978,2015-09-28,2015-10-04,Standard Class,ZC-21910,OFF-EN-10004483,12.536,1,0.2,4.2309
4934,CA-2015-106978,2015-09-28,2015-10-04,Standard Class,ZC-21910,OFF-BI-10002012,1.08,2,0.7,-0.792
4935,CA-2015-106978,2015-09-28,2015-10-04,Standard Class,ZC-21910,OFF-FA-10003021,4.512,3,0.2,0.846
4936,CA-2015-155124,2015-03-15,2015-03-21,Standard Class,KS-16300,TEC-PH-10003356,16.776,3,0.2,1.6776
4941,CA-2015-156482,2015-02-06,2015-02-13,Standard Class,IL-15100,FUR-CH-10001708,1268.82,9,0,266.4522
4942,CA-2015-156482,2015-02-06,2015-02-13,Standard Class,IL-15100,FUR-BO-10002598,283.92,4,0,82.3368
4943,CA-2015-156482,2015-02-06,2015-02-13,Standard Class,IL-15100,OFF-AR-10001022,5.68,2,0,1.7608
4952,CA-2015-144190,2015-06-09,2015-06-13,Standard Class,NC-18415,OFF-PA-10000304,12.96,2,0,6.2208
4954,CA-2015-153906,2015-03-16,2015-03-20,Standard Class,MS-17980,TEC-PH-10001527,85.9,2,0,2.577
4958,CA-2015-127607,2015-03-20,2015-03-26,Standard Class,JK-15730,OFF-BI-10001308,2.512,2,0.8,-4.396
4959,CA-2015-127607,2015-03-20,2015-03-26,Standard Class,JK-15730,OFF-FA-10003485,18.864,9,0.2,6.1308
4966,CA-2015-109708,2015-05-25,2015-05-28,Second Class,CY-12745,TEC-PH-10001944,467.04,4,0.2,58.38
4967,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,TEC-PH-10001527,128.85,3,0,3.8655
4968,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,OFF-PA-10001307,8.4,2,0,4.116
4969,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,TEC-AC-10004571,199.98,2,0,83.9916
4970,CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,FUR-CH-10001973,110.98,1,0,15.5372
4976,CA-2015-142202,2015-09-18,2015-09-23,Second Class,JR-16210,TEC-AC-10003198,717.12,9,0.2,152.388
4977,CA-2015-165050,2015-12-07,2015-12-09,First Class,AH-10210,OFF-BI-10001031,21.36,5,0.2,7.209
4978,CA-2015-165050,2015-12-07,2015-12-09,First Class,AH-10210,OFF-BI-10003727,6.688,2,0.2,2.3408
4979,CA-2015-165050,2015-12-07,2015-12-09,First Class,AH-10210,TEC-PH-10001336,773.94,6,0,224.4426
4985,CA-2015-160696,2015-09-06,2015-09-10,Standard Class,CK-12760,OFF-FA-10003059,7.24,5,0.2,1.1765
4993,CA-2015-153038,2015-12-18,2015-12-25,Standard Class,RB-19645,OFF-EN-10000461,55.936,8,0.2,18.8784
4994,CA-2015-153038,2015-12-18,2015-12-25,Standard Class,RB-19645,OFF-LA-10004008,18.432,8,0.2,5.9904
4995,CA-2015-153038,2015-12-18,2015-12-25,Standard Class,RB-19645,FUR-FU-10000221,20.32,5,0.2,3.556
5006,CA-2015-158659,2015-11-10,2015-11-14,Second Class,SC-20695,OFF-ST-10003306,714.3,5,0,207.147
5007,CA-2015-169796,2015-11-09,2015-11-14,Standard Class,Dp-13240,TEC-MA-10000045,2321.9,2,0,1114.512
5008,CA-2015-169796,2015-11-09,2015-11-14,Standard Class,Dp-13240,OFF-ST-10001505,17.94,3,0,3.0498
5009,CA-2015-102876,2015-09-07,2015-09-14,Standard Class,LR-17035,OFF-BI-10004781,9.522,1,0.7,-6.9828
5010,CA-2015-102876,2015-09-07,2015-09-14,Standard Class,LR-17035,TEC-PH-10002680,791.964,6,0.4,-131.994
5011,CA-2015-102876,2015-09-07,2015-09-14,Standard Class,LR-17035,OFF-BI-10000848,4.923,3,0.7,-3.9384
5035,CA-2015-103954,2015-08-09,2015-08-13,Second Class,HR-14770,FUR-BO-10004690,687.4,5,0,48.118
5039,CA-2015-136469,2015-07-11,2015-07-12,First Class,TS-21370,FUR-TA-10001520,199.836,4,0.3,-37.1124
5040,CA-2015-136469,2015-07-11,2015-07-12,First Class,TS-21370,TEC-PH-10001817,716,2,0,193.32
5041,CA-2015-136469,2015-07-11,2015-07-12,First Class,TS-21370,OFF-BI-10004492,221.06,7,0,103.8982
5051,CA-2015-150511,2015-09-18,2015-09-24,Standard Class,AB-10060,OFF-PA-10001776,18.54,2,0,8.7138
5052,CA-2015-134922,2015-11-07,2015-11-11,Standard Class,KB-16240,OFF-EN-10000483,24.4,2,0.2,7.93
5054,CA-2015-141243,2015-01-03,2015-01-08,Second Class,AH-10465,TEC-AC-10003198,398.4,5,0.2,84.66
5055,CA-2015-141243,2015-01-03,2015-01-08,Second Class,AH-10465,OFF-AR-10001246,7.056,3,0.2,0.7938
5056,CA-2015-141243,2015-01-03,2015-01-08,Second Class,AH-10465,FUR-BO-10003272,1352.3976,9,0.32,-437.5404
5057,CA-2015-162166,2015-09-08,2015-09-11,First Class,NM-18520,OFF-PA-10002606,26.4,5,0,11.88
5058,CA-2015-162166,2015-09-08,2015-09-11,First Class,NM-18520,OFF-ST-10002486,41.88,6,0,0.8376
5062,CA-2015-136798,2015-05-08,2015-05-12,Standard Class,DL-12925,OFF-BI-10003684,43.98,2,0,21.99
5063,CA-2015-136798,2015-05-08,2015-05-12,Standard Class,DL-12925,TEC-PH-10000441,377.97,3,0,105.8316
5064,CA-2015-136798,2015-05-08,2015-05-12,Standard Class,DL-12925,FUR-FU-10000723,123.96,3,0,11.1564
5074,CA-2015-145485,2015-11-05,2015-11-05,Same Day,JM-16195,OFF-ST-10000649,62.8,4,0,15.7
5082,US-2015-137533,2015-12-18,2015-12-18,Same Day,JK-15640,OFF-PA-10003441,20.736,4,0.2,7.2576
5086,CA-2015-144302,2015-06-19,2015-06-23,Standard Class,ME-17320,OFF-BI-10001107,5.792,2,0.8,-9.5568
5087,CA-2015-109001,2015-03-05,2015-03-09,Standard Class,KN-16390,TEC-PH-10000562,466.158,7,0.4,-93.2316
5088,CA-2015-109001,2015-03-05,2015-03-09,Standard Class,KN-16390,TEC-AC-10001101,10.312,1,0.2,-1.289
5089,CA-2015-109001,2015-03-05,2015-03-09,Standard Class,KN-16390,OFF-BI-10003529,2.556,3,0.7,-1.7892
5093,CA-2015-119102,2015-05-23,2015-05-27,Standard Class,KH-16690,OFF-ST-10004507,51.45,3,0,13.8915
5100,CA-2015-141936,2015-08-07,2015-08-12,Standard Class,PN-18775,OFF-BI-10002194,19.152,3,0.2,6.4638
5104,CA-2015-167374,2015-03-26,2015-03-30,Second Class,GM-14500,OFF-PA-10001950,40.032,6,0.2,12.51
5105,CA-2015-167374,2015-03-26,2015-03-30,Second Class,GM-14500,TEC-AC-10004633,16.776,3,0.2,5.0328
5107,CA-2015-147102,2015-09-19,2015-09-26,Standard Class,NH-18610,TEC-AC-10000682,66.36,4,0,23.226
5113,CA-2015-153073,2015-11-13,2015-11-13,Same Day,HA-14905,FUR-FU-10001025,17.496,9,0.6,-7.4358
5118,CA-2015-127173,2015-09-26,2015-10-03,Standard Class,GM-14500,OFF-FA-10004854,34.44,3,0,16.1868
5119,CA-2015-127173,2015-09-26,2015-10-03,Standard Class,GM-14500,TEC-MA-10002859,629.93,7,0,296.0671
5120,CA-2015-127173,2015-09-26,2015-10-03,Standard Class,GM-14500,OFF-BI-10000088,79.056,9,0.2,28.6578
5133,CA-2015-123330,2015-06-21,2015-06-27,Standard Class,EP-13915,TEC-PH-10001819,107.976,3,0.2,37.7916
5137,CA-2015-146696,2015-12-14,2015-12-19,Standard Class,RD-19480,OFF-BI-10002432,8.096,2,0.2,2.7324
5141,CA-2015-154886,2015-11-08,2015-11-12,Standard Class,SW-20455,TEC-AC-10001956,119.9,2,0,43.164
5155,US-2015-124219,2015-08-07,2015-08-08,First Class,KW-16570,OFF-BI-10002215,28.4,4,0,13.064
5156,US-2015-124219,2015-08-07,2015-08-08,First Class,KW-16570,FUR-FU-10000305,212.94,3,0,34.0704
5160,CA-2015-156146,2015-10-26,2015-10-30,Second Class,AG-10495,TEC-PH-10001700,105.584,2,0.2,9.2386
5161,CA-2015-156146,2015-10-26,2015-10-30,Second Class,AG-10495,TEC-PH-10001527,68.72,2,0.2,-14.603
5164,CA-2015-161627,2015-07-06,2015-07-11,Standard Class,SJ-20215,FUR-CH-10003968,170.352,3,0.2,-17.0352
5174,CA-2015-107741,2015-03-08,2015-03-10,First Class,FC-14335,OFF-AR-10002399,3.408,1,0.2,0.8946
5179,US-2015-120502,2015-04-13,2015-04-19,Standard Class,BT-11395,FUR-FU-10004973,37.68,2,0,15.8256
5180,US-2015-120502,2015-04-13,2015-04-19,Standard Class,BT-11395,TEC-PH-10003645,258.576,2,0.2,19.3932
5181,US-2015-120502,2015-04-13,2015-04-19,Standard Class,BT-11395,OFF-AP-10004980,75.84,2,0,29.5776
5186,CA-2015-134719,2015-10-10,2015-10-15,Standard Class,JD-15790,OFF-ST-10004459,1801.632,6,0.2,-337.806
5187,US-2015-154389,2015-11-27,2015-12-03,Standard Class,EH-14125,TEC-PH-10002789,748.752,8,0.4,-162.2296
5188,CA-2015-115567,2015-09-13,2015-09-18,Standard Class,ZC-21910,TEC-AC-10001314,199.96,4,0,15.9968
5189,CA-2015-115567,2015-09-13,2015-09-18,Standard Class,ZC-21910,FUR-CH-10000015,1516.2,7,0,394.212
5203,CA-2015-142454,2015-08-15,2015-08-19,Standard Class,RE-19450,FUR-FU-10004018,104.23,7,0,28.1421
5204,CA-2015-142454,2015-08-15,2015-08-19,Standard Class,RE-19450,OFF-ST-10003638,70.26,3,0,18.9702
5205,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-AR-10004685,9.26,2,0,3.0558
5206,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-ST-10001713,105.98,2,0,4.2392
5207,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-FA-10000490,1.24,1,0,0.5828
5208,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-LA-10002043,20.7,2,0,9.936
5209,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-PA-10002464,28.9,5,0,14.161
5210,CA-2015-102015,2015-09-12,2015-09-18,Standard Class,TM-21010,OFF-EN-10002504,27.18,1,0,12.7746
5211,CA-2015-156755,2015-01-12,2015-01-18,Standard Class,YS-21880,OFF-ST-10002615,465.18,3,0,120.9468
5212,CA-2015-130876,2015-05-12,2015-05-16,Second Class,AZ-10750,OFF-ST-10004258,36.63,3,0,9.8901
5248,US-2015-168914,2015-05-21,2015-05-27,Standard Class,JE-15745,OFF-AP-10000358,20.768,8,0.8,-52.9584
5250,CA-2015-106215,2015-04-16,2015-04-21,Standard Class,BN-11470,OFF-FA-10001229,12.576,4,0.2,4.0872
5253,CA-2015-132318,2015-10-30,2015-11-02,First Class,TT-21220,OFF-AP-10000026,182.91,3,0,53.0439
5255,CA-2015-125185,2015-03-05,2015-03-07,Second Class,AH-10195,FUR-CH-10002647,99.372,2,0.3,-7.098
5256,CA-2015-125185,2015-03-05,2015-03-07,Second Class,AH-10195,FUR-FU-10003247,33.568,2,0.2,-5.4548
5275,CA-2015-162887,2015-11-07,2015-11-09,Second Class,SV-20785,FUR-CH-10000595,715.2,3,0,178.8
5282,CA-2015-105158,2015-09-05,2015-09-10,Standard Class,SP-20860,FUR-FU-10001706,6.16,2,0,2.9568
5283,CA-2015-105158,2015-09-05,2015-09-10,Standard Class,SP-20860,OFF-PA-10001970,36.84,3,0,17.3148
5294,CA-2015-111073,2015-12-26,2015-12-30,Standard Class,MC-18100,FUR-TA-10004086,51.588,1,0.4,-15.4764
5325,CA-2015-119508,2015-12-04,2015-12-09,Standard Class,TZ-21580,OFF-AR-10003723,16.9,5,0,6.253
5326,CA-2015-119508,2015-12-04,2015-12-09,Standard Class,TZ-21580,FUR-FU-10004270,25.08,6,0,9.0288
5327,CA-2015-152681,2015-01-17,2015-01-22,Standard Class,SC-20260,OFF-AR-10003183,6.68,2,0,2.004
5329,CA-2015-120320,2015-03-05,2015-03-09,Standard Class,MV-18190,TEC-PH-10000149,31.92,2,0.2,2.394
5337,CA-2015-169278,2015-05-21,2015-05-25,Standard Class,ME-18010,OFF-BI-10001636,26.976,4,0.2,8.7672
5339,CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,OFF-ST-10002554,244.55,5,0,4.891
5340,CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,OFF-EN-10001509,12.24,6,0,5.7528
5341,CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,TEC-AC-10002018,13.98,2,0,6.0114
5342,CA-2015-146486,2015-11-09,2015-11-14,Second Class,DV-13465,TEC-AC-10002637,899.95,5,0,53.997
5345,CA-2015-112053,2015-10-11,2015-10-13,Second Class,SH-20395,TEC-AC-10002550,31.95,1,0,2.2365
5349,CA-2015-149811,2015-01-04,2015-01-10,Standard Class,CS-12250,OFF-BI-10003676,32.34,3,0,15.5232
5350,CA-2015-149811,2015-01-04,2015-01-10,Standard Class,CS-12250,OFF-PA-10004082,39.9,5,0,19.95
5373,CA-2015-118738,2015-10-24,2015-10-30,Standard Class,AG-10495,OFF-PA-10003177,15.552,3,0.2,5.4432
5374,CA-2015-118738,2015-10-24,2015-10-30,Standard Class,AG-10495,FUR-TA-10002607,347.361,7,0.3,-69.4722
5375,CA-2015-118738,2015-10-24,2015-10-30,Standard Class,AG-10495,OFF-PA-10001166,10.368,2,0.2,3.6288
5419,CA-2015-110877,2015-10-23,2015-10-26,First Class,JE-15715,OFF-PA-10004621,36.288,7,0.2,12.7008
5420,CA-2015-110877,2015-10-23,2015-10-26,First Class,JE-15715,TEC-PH-10002103,150.384,2,0.2,15.0384
5435,CA-2015-160171,2015-10-19,2015-10-24,Standard Class,RM-19675,OFF-AP-10000275,1640.7,5,0,459.396
5436,CA-2015-160171,2015-10-19,2015-10-24,Standard Class,RM-19675,TEC-AC-10000892,270,3,0,97.2
5443,CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,TEC-AC-10003198,99.6,1,0,36.852
5444,CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,OFF-BI-10001900,62.296,13,0.2,21.0249
5445,CA-2015-148712,2015-04-17,2015-04-23,Standard Class,JM-15535,OFF-AR-10000614,10.71,3,0,2.7846
5487,CA-2015-156608,2015-10-24,2015-10-29,Standard Class,MT-18070,OFF-BI-10004140,3.592,4,0.8,-6.286
5496,CA-2015-113523,2015-09-04,2015-09-08,Standard Class,SC-20440,OFF-BI-10001249,7.656,4,0.7,-6.1248
5509,CA-2015-168529,2015-10-08,2015-10-12,Standard Class,MB-17305,FUR-FU-10001588,145.9,5,0,62.737
5514,CA-2015-103177,2015-05-30,2015-06-01,First Class,EN-13780,TEC-PH-10001795,239.97,3,0,2.3997
5515,CA-2015-103177,2015-05-30,2015-06-01,First Class,EN-13780,OFF-AP-10004540,160.32,2,0,44.8896
5516,CA-2015-103177,2015-05-30,2015-06-01,First Class,EN-13780,TEC-PH-10001527,128.85,3,0,3.8655
5528,CA-2015-142055,2015-05-08,2015-05-10,First Class,AB-10255,OFF-PA-10003465,37.94,2,0,18.2112
5529,CA-2015-137106,2015-03-31,2015-04-04,Standard Class,SC-20260,TEC-PH-10000011,79.96,5,0.2,27.986
5539,CA-2015-120551,2015-04-13,2015-04-20,Standard Class,SS-20590,OFF-BI-10002071,17.43,3,0,8.0178
5557,CA-2015-125066,2015-12-14,2015-12-18,Standard Class,KD-16495,FUR-FU-10003829,6.16,2,0,1.9712
5558,CA-2015-125066,2015-12-14,2015-12-18,Standard Class,KD-16495,OFF-AR-10003582,56.3,2,0,15.764
5559,US-2015-114741,2015-12-06,2015-12-10,Standard Class,IL-15100,OFF-PA-10000048,6.48,1,0,3.1104
5560,US-2015-114741,2015-12-06,2015-12-10,Standard Class,IL-15100,OFF-ST-10000078,1325.85,5,0,238.653
5561,US-2015-114741,2015-12-06,2015-12-10,Standard Class,IL-15100,OFF-LA-10004853,14.94,3,0,6.8724
5588,CA-2015-149993,2015-03-19,2015-03-20,First Class,GA-14725,OFF-FA-10001561,10.9,5,0,3.597
5597,CA-2015-159779,2015-09-25,2015-09-29,Standard Class,SB-20185,OFF-BI-10002735,68.62,2,0,32.2514
5605,CA-2015-142475,2015-12-03,2015-12-07,Standard Class,BS-11380,OFF-BI-10003718,590.352,6,0.2,206.6232
5609,CA-2015-168634,2015-12-06,2015-12-11,Standard Class,AF-10870,OFF-AP-10001626,7.78,2,0,2.0228
5611,CA-2015-145828,2015-10-05,2015-10-07,First Class,MB-17305,TEC-AC-10002323,53.04,3,0.2,-4.641
5619,CA-2015-101154,2015-09-18,2015-09-21,First Class,CM-12190,OFF-ST-10004186,443.92,4,0,8.8784
5635,CA-2015-134943,2015-12-05,2015-12-06,First Class,SU-20665,OFF-BI-10000666,152.8,5,0,76.4
5644,CA-2015-166604,2015-05-15,2015-05-20,Second Class,AH-10690,OFF-EN-10004147,17.94,3,0,8.7906
5647,CA-2015-104241,2015-01-04,2015-01-09,Standard Class,AG-10495,FUR-FU-10001473,192.22,14,0,69.1992
5671,CA-2015-141012,2015-06-09,2015-06-11,Second Class,TG-21640,FUR-FU-10003192,355.36,4,0,92.3936
5672,CA-2015-141012,2015-06-09,2015-06-11,Second Class,TG-21640,TEC-PH-10004522,140.376,3,0.2,8.7735
5678,CA-2014-126802,2014-12-29,2015-01-05,Standard Class,ZC-21910,FUR-FU-10000193,38.976,3,0.6,-50.6688
5686,CA-2015-131072,2015-11-05,2015-11-05,Same Day,KL-16645,OFF-BI-10002794,98.352,3,0.2,35.6526
5690,CA-2015-119550,2015-12-26,2015-12-31,Standard Class,RB-19705,FUR-CH-10002044,275.058,3,0.3,-90.3762
5691,US-2015-138093,2015-12-10,2015-12-16,Standard Class,KM-16225,OFF-AR-10000817,27.36,9,0,9.3024
5692,US-2015-138093,2015-12-10,2015-12-16,Standard Class,KM-16225,OFF-PA-10001509,44.75,5,0,20.585
5693,US-2015-138093,2015-12-10,2015-12-16,Standard Class,KM-16225,TEC-PH-10004667,134.99,1,0,36.4473
5694,US-2015-138093,2015-12-10,2015-12-16,Standard Class,KM-16225,OFF-PA-10000143,26.4,5,0,12.672
5695,US-2015-138093,2015-12-10,2015-12-16,Standard Class,KM-16225,FUR-CH-10000785,542.94,3,0,141.1644
5708,US-2015-160857,2015-05-08,2015-05-15,Standard Class,NW-18400,FUR-FU-10001095,79.44,3,0,30.1872
5709,US-2015-160857,2015-05-08,2015-05-15,Standard Class,NW-18400,OFF-SU-10000157,357.93,3,0,7.1586
5710,US-2015-160857,2015-05-08,2015-05-15,Standard Class,NW-18400,FUR-CH-10002647,127.764,2,0.1,21.294
5711,US-2015-160857,2015-05-08,2015-05-15,Standard Class,NW-18400,TEC-CO-10004115,2799.944,7,0.2,1014.9797
5712,US-2015-160857,2015-05-08,2015-05-15,Standard Class,NW-18400,OFF-PA-10003363,19.44,3,0,9.3312
5716,CA-2015-124107,2015-10-09,2015-10-12,Second Class,BM-11650,TEC-AC-10002049,619.95,5,0,111.591
5717,CA-2015-124107,2015-10-09,2015-10-12,Second Class,BM-11650,TEC-PH-10003875,29.16,3,0,8.4564
5718,CA-2015-124107,2015-10-09,2015-10-12,Second Class,BM-11650,OFF-EN-10003286,57.96,7,0,27.2412
5719,CA-2015-124107,2015-10-09,2015-10-12,Second Class,BM-11650,OFF-AP-10003971,29.403,3,0.1,5.2272
5721,CA-2015-138674,2015-11-14,2015-11-17,First Class,KB-16585,OFF-FA-10000304,8.72,5,0.2,2.289
5722,CA-2015-138674,2015-11-14,2015-11-17,First Class,KB-16585,TEC-AC-10000358,91.176,3,0.2,4.5588
5723,CA-2015-138674,2015-11-14,2015-11-17,First Class,KB-16585,TEC-AC-10002800,159.968,4,0.2,29.994
5726,CA-2015-103933,2015-09-25,2015-09-27,First Class,DR-12880,TEC-AC-10004171,899.91,9,0,395.9604
5727,CA-2015-110548,2015-05-04,2015-05-08,Standard Class,AH-10690,TEC-PH-10002922,946.344,7,0.2,118.293
5755,CA-2015-150749,2015-03-29,2015-04-03,Second Class,AS-10240,OFF-AR-10003732,5.56,2,0,1.4456
5758,CA-2015-119634,2015-08-11,2015-08-16,Standard Class,BW-11065,FUR-FU-10004270,46.152,3,0.2,12.1149
5759,CA-2015-149300,2015-11-22,2015-11-23,First Class,BH-11710,TEC-MA-10000423,32.985,3,0.5,-1.9791
5764,CA-2015-162047,2015-11-03,2015-11-05,First Class,FH-14365,FUR-CH-10004983,1448.82,10,0.1,209.274
5765,CA-2015-117772,2015-09-10,2015-09-12,Second Class,MC-17575,OFF-ST-10003994,353.88,6,0,17.694
5769,CA-2015-154900,2015-02-25,2015-03-01,Standard Class,SS-20875,OFF-LA-10001641,3.15,1,0,1.512
5770,CA-2015-154900,2015-02-25,2015-03-01,Standard Class,SS-20875,OFF-PA-10002377,22.72,4,0,10.224
5771,CA-2015-103835,2015-09-24,2015-09-28,Standard Class,SC-20440,FUR-FU-10000010,14.91,3,0,4.6221
5772,CA-2015-103835,2015-09-24,2015-09-28,Standard Class,SC-20440,OFF-AP-10002651,1158.12,4,0,335.8548
5773,CA-2015-158939,2015-11-26,2015-12-01,Standard Class,EA-14035,TEC-CO-10002313,599.99,1,0,233.9961
5781,US-2015-159513,2015-04-02,2015-04-09,Standard Class,JD-15790,TEC-MA-10003329,71.976,3,0.2,24.2919
5782,CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,OFF-AR-10001547,2.21,1,0,0.5967
5783,CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,OFF-EN-10003072,15.52,4,0,7.4496
5784,CA-2015-155586,2015-12-12,2015-12-16,Second Class,XP-21865,OFF-PA-10000726,36.44,4,0,16.398
5803,CA-2015-163440,2015-03-22,2015-03-24,First Class,RD-19900,TEC-PH-10000376,15.984,2,0.2,1.1988
5811,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,OFF-PA-10003127,105.52,4,0,48.5392
5812,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,FUR-FU-10000747,91.96,2,0,15.6332
5813,US-2015-163279,2015-03-22,2015-03-26,Standard Class,JD-16150,TEC-PH-10001795,1487.976,3,0.2,185.997
5814,CA-2015-150196,2015-07-02,2015-07-03,First Class,SR-20740,OFF-PA-10003797,19.44,3,0,9.3312
5815,US-2015-106495,2015-06-15,2015-06-17,First Class,AC-10450,TEC-AC-10002718,11.672,1,0.2,-0.7295
5832,CA-2015-111206,2015-07-18,2015-07-22,Standard Class,RF-19735,TEC-AC-10003095,519.96,4,0,176.7864
5835,CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,OFF-BI-10003876,64.2,5,0.7,-42.8
5836,CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,OFF-BI-10002133,38.52,3,0.7,-26.964
5837,CA-2015-101868,2015-06-09,2015-06-16,Standard Class,MJ-17740,TEC-AC-10004396,72.6,5,0.2,-8.1675
5839,CA-2015-132948,2015-03-27,2015-04-03,Standard Class,MV-17485,OFF-ST-10000636,83.7,5,0,3.348
5840,CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,OFF-PA-10001972,32.4,5,0,15.552
5841,CA-2015-134992,2015-09-22,2015-09-26,Second Class,MG-17875,FUR-FU-10002554,47.98,2,0,11.0354
5842,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,TEC-PH-10003174,415.968,4,0.2,51.996
5843,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,OFF-ST-10001418,304.9,5,0,6.098
5844,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,FUR-FU-10002813,80.96,4,0,29.1456
5845,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,OFF-ST-10000129,777.21,7,0,54.4047
5846,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,OFF-PA-10001639,32.4,5,0,15.552
5847,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,FUR-CH-10001708,225.568,2,0.2,2.8196
5848,CA-2015-126725,2015-11-17,2015-11-21,Standard Class,BS-11665,FUR-FU-10001591,36.6,3,0,15.372
5849,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,OFF-AP-10003849,715.64,2,0,178.91
5850,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,OFF-ST-10000078,795.51,3,0,143.1918
5851,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,TEC-CO-10001571,549.99,1,0,274.995
5852,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,OFF-BI-10001658,74.76,3,0,34.3896
5853,CA-2015-121783,2015-11-10,2015-11-14,Standard Class,PO-19180,FUR-FU-10004351,29.22,3,0,12.8568
5855,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,OFF-ST-10001505,33.488,7,0.2,-1.2558
5856,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,OFF-SU-10003567,23.04,3,0.2,-4.896
5857,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,OFF-BI-10002982,1.362,1,0.8,-2.1792
5858,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,FUR-FU-10002364,14.76,5,0.6,-11.439
5860,CA-2015-108119,2015-11-01,2015-11-08,Standard Class,MS-17530,FUR-TA-10002530,301.96,2,0,45.294
5861,CA-2015-157434,2015-04-29,2015-05-04,Second Class,JK-15640,OFF-PA-10001526,7.968,2,0.2,2.8884
5876,CA-2015-130554,2015-04-07,2015-04-09,First Class,FM-14290,OFF-AR-10001954,11.736,3,0.2,1.0269
5889,CA-2015-147879,2015-05-07,2015-05-12,Standard Class,CC-12220,OFF-PA-10001952,45.68,2,0,21.0128
5901,CA-2015-146465,2015-11-20,2015-11-24,Standard Class,PB-18805,OFF-BI-10004528,24.192,9,0.2,7.56
